	state	district	ppv_name	latitude	longitude
417	Sarawak	Limbang	Dewan Persatuan Bisaya Limbang	3.40469365	108.6289246
418	Sarawak	Limbang	Dewan Persatuan Bisaya Limbang	3.40469365	108.6289246
419	Sarawak	Limbang	Dewan Suarah Limbang	4.7595467	115.0132728
420	Sarawak	Limbang	Hospital Limbang	4.7642525	115.0190368
421	Sarawak	Long Lama	Dewan Masyarakat Beluru	3.976035	114.1003092
422	Sarawak	Lubok Antu	Dewan Kompleks Sukan Majlis Daerah	3.1520621	101.9570689
423	Sarawak	Lubok Antu	Dewan Serbaguna Engkelili	1.1361793	111.6674148
424	Sarawak	Lubok Antu	Dewan Serbaguna Engkilili	1.0902843	111.6310471
425	Sarawak	Lundu	Dewan Suarah Lundu	1.675225	109.8532066
426	Sarawak	Lundu	Hospital Lundu	1.6755934	109.8528202
427	Sarawak	Marudi	Dewan Masyarakat Marudi	3.1710104	101.6928634
428	Sarawak	Marudi	Hospital Marudi	4.1784081	114.3253545
429	Sarawak	Matu	Dewan Suarah Matu	2.1562924	111.1243493
430	Sarawak	Miri	Dewan Dato Permysuri Permyjaya	4.4575358	114.0370847
431	Sarawak	Miri	Dewan Dato Permysuri Permyjaya	4.4575358	114.0370847
432	Sarawak	Miri	Dewan Eastwood Valley	4.36040855	113.9825978
433	Sarawak	Miri	Dewan IKBN	3.4687726	103.0984401
434	Sarawak	Miri	Dewan Masyarakat Sepupok Niah	3.8042377	113.7517081
435	Sarawak	Miri	Hospital Miri	4.3743537	113.9998124
436	Sarawak	Mukah	Dewan Suarah Mukah	2.898845	112.0919656
437	Sarawak	Mukah	Hospital Mukah	2.9008306	112.0763521
438	Sarawak	Pakan	Dewan Masyarakat Pakan	2.98027835	101.5747686
439	Sarawak	Samarahan	Dewan Suarah Kota Samarahan	1.461976	110.4976372
440	Sarawak	Samarahan	Pusat Jantung Sarawak	1.4809232	110.4190451
441	Sarawak	Saratok	Dewan Balai Polis Kabong	1.9212352	111.2071833
442	Sarawak	Saratok	Dewan Sri Krian	3.43505365	105.9132176
443	Sarawak	Saratok	Hospital Saratok	1.7471428	111.3397193
444	Sarawak	Sarikei	Dewan Masyarakat Meradong	2.1664812	111.6365433
445	Sarawak	Sarikei	Dewan Suarah Sarikei	2.1320611	111.5222443
446	Sarawak	Sarikei	Hospital Sarikei	2.1319958	111.4920017
447	Sarawak	Sebauh	Balai Raya Sebauh	3.1177387	113.264143
448	Sarawak	Sebuyau	Dewan Pembangunan Sebuyau	1.5201761	110.9356931
449	Sarawak	Selangau	Dewan Serbaguna Selangau	2.5315299	112.3277206
450	Sarawak	Serian	Dewan Masyarakat Serian	1.1655952	110.5677008
451	Sarawak	Serian	Dewan Masyarakat Siburan	1.35650575	110.3656937
452	Sarawak	Serian	Dewan Masyarakat Tebedu	1.01545	110.3551132
453	Sarawak	Serian	Hospital Serian	1.1762658	110.5636098
454	Sarawak	Sibu	Dewan Serbaguna Sibu Jaya	2.24456575	111.9672347
455	Sarawak	Sibu	Dewan Suarah Sibu	2.3104537	111.8315794
456	Sarawak	Sibu	Hospital Sibu	2.296471	111.891889
457	Sarawak	Sibu	Indoor Stadium	2.3097592	102.564318
458	Sarawak	Simunjan	Dewan Masyarakat Gedong / Perpustakaan Desa Gedong	3.2873261	105.4449083
459	Sarawak	Simunjan	Dewan Mesra Simunjan	1.396017	110.750759
460	Sarawak	Simunjan	Hospital Simunjan	1.3700471	110.7862545
461	Sarawak	Simunjan	KK Munggu Lallang	1.2459399	110.9229736
462	Sarawak	Song	Rumah Rehat Song	1.8093786	112.4730121
463	Sarawak	Sri Aman	Dewan Kampung Gua	4.34023815	101.8885141
464	Sarawak	Sri Aman	Dewan Kampung Gua	4.34023815	101.8885141
465	Sarawak	Sri Aman	Dewan Sri Pantu	1.1406618	111.1179889
466	Sarawak	Sri Aman	Dewan Suarah Sri Aman	1.2410579	111.4575763
467	Sarawak	Sri Aman	Dewan Suarah Sri Aman	1.2410579	111.4575763
468	Sarawak	Sri Aman	Hospital Sri Aman	1.2343801	111.4629353
469	Sarawak	Sri Aman	Pejabat Daerah Lingga	1.3521946	111.1719133
470	Sarawak	Subis	Dewan Masyarakat Bekenu	4.0585842	113.8463784
471	Sarawak	Tanjung Manis	Dewan Masyarakat Belawai	2.2164482	111.2184387
472	Sarawak	Tatau	Dewan Sukan Tatau	2.8794977	112.8491363
473	Sarawak	Telang Usan	Dewan Terbuka Long Lama	3.7640006	114.4067767
474	Selangor	Kajang	Mewah Club Kajang	2.9879945	101.7961434
475	Selangor	Klang	Hotel Wyndham Acmar	3.0592558	101.4716731
476	Selangor	Sepang	Movenpick Hotel & Convention Centre KLIA	2.7892788	101.6765803
477	Selangor	Bangi	Bangi Golf Resort	2.957294	101.766025
478	Selangor	Bangi	Universiti Kebangsaan Malaysia (UKM)	2.930255	101.7774194
479	Selangor	Gombak	Dewan Alwy, Jabatan Perhutanan Semenanjung Malaysia	3.2360267	101.6296346
480	Selangor	Gombak	Hospital Orang Asli Gombak	3.2919717	101.7309713
481	Selangor	Gombak	Hospital Selayang	3.24282275	101.6468928
482	Selangor	Gombak	Hospital Sungai Buluh	3.219573	101.5830811
483	Selangor	Hulu Langat	Dewan Orang Ramai Kampung Ampang Indah	3.1376796	101.7839795
484	Selangor	Hulu Langat	Hospital Ampang	3.1282107	101.7640303
485	Selangor	Hulu Langat	Hospital Kajang	2.992875	101.7928458
486	Selangor	Hulu Selangor	Bukit Beruntung Golf Resort	3.4373376	101.564706
487	Selangor	Hulu Selangor	Dewan Semai Bakti Felda Soeharto	3.6757129	101.393808
488	Selangor	Hulu Selangor	Hospital Kuala Kubu Bharu	3.5642346	101.6530737
489	Selangor	Kajang	Mewah Club Kajang	2.9879945	101.7961434
490	Selangor	Klang	Hotel Wyndham Acmar	3.0592558	101.4716731
491	Selangor	Kuala Langat	Hospital Banting	2.8028617	101.4938279
492	Selangor	Kuala Langat	Kompleks Sukan Majlis Perbadanan Kuala Langat	2.8024798	101.4968754
493	Selangor	Kuala Selangor	Hospital Tanjung Karang	3.425024	101.178943
494	Selangor	Kuala Selangor	Stadium Tertutup Kuala Selangor	3.3189475	101.2542419
495	Selangor	Kuala Selangor	UITM Puncak Alam	3.2011674	101.447997
496	Selangor	Petaling	Dewan Sivik MBPJ	3.0970086	101.6453753
497	Selangor	Petaling	Hospital Shah Alam	3.0494376	101.4995622
498	Selangor	Petaling	Klinik Rakan Medik	3.03520575	101.6904347
499	Selangor	Petaling	Sunway Pyramid Convention Centre	3.0721932	101.6071378
500	Selangor	Sabak Bernam	Dewan Seri Bernam Sg Besar	3.6768305	100.9913304
501	Selangor	Sabak Bernam	Hospital Tengku Ampuan Jemaah	3.7591076	100.9893055
502	Selangor	Sekinchan	Dewan Sekinchan	3.51753885	101.1072131
503	Selangor	Semenyih	360 Club Eco Hill	2.9256632	101.8400432
504	Selangor	Sepang	Movenpick Hotel & Convention Centre KLIA	2.7892788	101.6765803
505	Selangor	Serdang	Hospital Pengajar UPM	2.980436	101.7181633
506	Selangor	Serendah	Dewan Komuniti Serendah	3.3646383	101.6031112
507	Selangor	Seri Kembangan	MINES International Exhibition & Convention Centre (MIECC)	3.0297599	101.7181582
508	Selangor	Seri Kenbangan	Mines International Exhibition & Convention Centre	3.0297599	101.7181582
509	Selangor	Shah Alam	Ideal Convention Centre (IDCC)	3.1555485	101.5887359
510	Selangor	Shah Alam	Setia City Convention Centre (SCCC)	3.109878	101.4629523
511	Selangor	Shah Alam	Universiti Teknologi MARA Shah Alam	3.069724	101.5036726
512	W.P. Kuala Lumpur	Bukit Jalil	Axiata Arena Bukit Jalil	3.0538134	101.6934357
513	W.P. Kuala Lumpur	Kuala Lumpur	Dewan Komuniti Bandar Manjalara	3.193703	101.626438
514	W.P. Kuala Lumpur	Kuala Lumpur	Hospital Kuala Lumpur	3.1719188	101.7012499
515	W.P. Kuala Lumpur	Kuala Lumpur	Kompleks Komuniti Muhibbah	3.0625548	101.6595514
516	W.P. Kuala Lumpur	Kuala Lumpur	Kompleks Sukan Desa Tasik	3.0713655	101.7141082
517	W.P. Kuala Lumpur	Kuala Lumpur	Kuala Lumpur Convention Centre (KLCC)	3.1532671	101.7130429
518	W.P. Kuala Lumpur	Kuala Lumpur	Malaysia International Trade and Exhibition Centre	3.1782359	101.6688772
519	W.P. Kuala Lumpur	Kuala Lumpur	Malaysia International Trade and Exhibition Centre (MITEC)	3.1782359	101.6688772
520	W.P. Kuala Lumpur	Kuala Lumpur	National Stadium Bukit Jalil	3.0546349	101.69134
521	W.P. Kuala Lumpur	Kuala Lumpur	Stadium Titiwangsa	3.1756659	101.7066358
522	W.P. Kuala Lumpur	Kuala Lumpur	Universiti Malaya (UM)	3.1209046	101.6538414
523	W.P. Kuala Lumpur	Kuala Lumpur	World Trade Centre KL (WTCKL)	3.1687333	101.6915633
524	W.P. Putrajaya	W.P. Putrajaya	Dewan Sri Seroja	2.9441402	101.7242602
525	W.P. Putrajaya	W.P. Putrajaya	Hospital Putrajaya	2.9290529	101.6741956
526	W.P. Putrajaya	W.P. Putrajaya	Institut Kanser Negara	2.93223225	101.6893428
527	W.P. Labuan	Labuan	Dewan Kompleks Darul Kifayah MAIWP	3.2264912	101.6920847
528	W.P. Labuan	Labuan	Dewan Serbaguna Perbadanan Labuan	5.31016	115.233237
529	W.P. Labuan	W.P. Labuan	Hospital Labuan	5.311145	115.2300178
